cb_latitude,cb_longitude
45.617499783128075,-73.60601127147675
45.516926210319546,-73.56425732374191
45.506175841460966,-73.71118605136871
45.5129938566323,-73.68249848484993
45.51473429416659,-73.69144901633263
45.52234149817879,-73.72167885303497
45.566869345371856,-73.64101678133011
45.44791581215845,-73.58381867408752
45.51293324107222,-73.63389015197754
45.42947143740888,-73.59309915918857
45.52331869398737,-73.52012693881989
45.53368199320325,-73.51526074111462
45.53722603812578,-73.49506705999374
45.52841043752244,-73.51716578006744
45.46714,-73.54259
45.55321884238814,-73.53978216648102
45.5057209331225,-73.62945914268494
45.52689,-73.57264
45.65140583915357,-73.50041270256041
45.6062348,-73.6287838
45.50714391928411,-73.55511903762817
45.5063732,-73.52457672
45.52156536710626,-73.53533238172531
45.45750908083069,-73.6394852399826
45.47256100297732,-73.56998920440674
45.605901731906485,-73.53436946868896
45.43914465255811,-73.59173655509949
45.471881993586074,-73.64002168178558
45.5534000891078,-73.66225451231003
45.57414703721992,-73.57462137937546
45.59722114932571,-73.56279015541077
45.55984236120471,-73.61544728279114
45.56833021674857,-73.56666326522826
45.43656827071224,-73.70836973190308
45.43805550384184,-73.67273926734924
45.45682318753668,-73.546804189682
45.489185716082275,-73.57190027832984
45.52252484113786,-73.69143962860107
45.50897852206792,-73.69856357574463
45.490494421832885,-73.63852232694626
45.531943590076395,-73.71360540390015
45.480495143306044,-73.57782661914825
45.59398503487043,-73.63767206668854
45.5457759528664,-73.56217458844185
45.51758306374252,-73.72661411762238
45.51317758246596,-73.71306091547012
45.43982382100397,-73.69487822055817
45.6027276,-73.5579303
45.610926628992026,-73.54673445224762
45.502989,-73.689113
45.43836713933041,-73.71546685695648
45.44606092178209,-73.65079946815968
45.49716534003792,-73.55933010578154
45.51366626207095,-73.53842496871948
45.43854405099729,-73.62021625041962
45.432839840726125,-73.69349151849747
45.43579350588776,-73.6801904439926
45.45608545783109,-73.58193710446358
45.60962627826218,-73.52273898082785
45.55988367688166,-73.63356828689575
45.44693448484644,-73.57219934463501
45.5904902,-73.5902694
45.57940569041942,-73.60258877277374
45.5200557245067,-73.67795147001743
45.52591381815231,-73.68911147117615
45.5616903,-73.610512
45.44527192876118,-73.62448364496231
45.501863463435576,-73.5439610481262
45.425059666150744,-73.64959917962551
45.44404309237571,-73.61375212669373
45.49276061084002,-73.55641052126883
45.49750375338383,-73.55284452438353
45.50761009451047,-73.55183601379395
45.50424245563397,-73.553469479084
45.53830765459552,-73.6548838019371
45.48972725318433,-73.56406286358833
45.51086,-73.54983
45.45998577640931,-73.54395568370819
45.46693565237702,-73.63153114914894
45.43605512104547,-73.60577523708344
45.55675103297278,-73.66716161370277
45.44338026469991,-73.71789157390594
45.41774583815495,-73.64518761634827
45.5604898518365,-73.7091851234436
45.527831544563064,-73.5719096660614
45.59833498124187,-73.54596734046936
45.53519006163501,-73.61548215150833
45.53330725719417,-73.62082242965698
45.5839877335556,-73.60809333622456
45.57237805962001,-73.59370462596415
45.586476480180046,-73.570396900177
45.60835820969716,-73.63850623369217
45.59953472156509,-73.62360253930092
45.5877138098252,-73.63171823322773
45.583197821913785,-73.62978704273701
45.51689731423111,-73.58910799026489
45.59253950875074,-73.64874824881554
45.51586835126322,-73.56008380651474
45.55969734528566,-73.60145956277847
45.50682415585665,-73.68184804916382
45.52374047147138,-73.67169924080372
45.52814371649508,-73.69254536926746
45.512843286755896,-73.67612421512604
45.557568,-73.579191
45.58116,-73.6412434
45.55463653358596,-73.61255215771962
45.6391233,-73.5961118
45.55774990838239,-73.58380123972893
45.54365380040509,-73.55942063033581
45.48952522221574,-73.5844581949641
45.566883091095185,-73.53943817317486
45.54710313981358,-73.54892447590828
45.51601387670667,-73.56291957199574
45.63131269772338,-73.61631497740746
45.49624140543275,-73.62983867526054
45.50398168549117,-73.62283945083618
45.59275253568305,-73.51035632193089
45.52355020292929,-73.7138856947422
45.59566584124368,-73.5596626996994
45.447821314280105,-73.71091783046722
45.529668174024685,-73.60166944563389
45.51871924623225,-73.69875401258469
45.58661042838809,-73.52969169616699
45.51431824920811,-73.70799824595451
45.48274245886277,-73.63497912883759
45.55970526805903,-73.55155438184738
45.43993803436114,-73.68146234754022
45.53946063965585,-73.57605636119843
45.5121682576952,-73.55481594800949
45.526991277453526,-73.55821162462234
45.5291345371163,-73.55923354625702
45.52097057660443,-73.5499919950962
45.52836601591233,-73.55117082595825
45.491686521008035,-73.57676714658737
45.53456256501449,-73.55478646466509
45.50206,-73.56295
45.50038,-73.57507
45.50631445605528,-73.55967122894072
45.52809995527671,-73.58843871625139
45.51613214980722,-73.56049686670303
45.538859462962286,-73.5528177022934
45.52479,-73.56545
45.522425652788634,-73.57418417930603
45.52141314643908,-73.58498811721802
45.5333136054992,-73.58373686671257
45.51922631024093,-73.57718793155072
45.518967223320054,-73.5836161673069
45.515132275425785,-73.58105599880219
45.535295480380306,-73.55116009712219
45.52330366033427,-73.55799973011017
45.50373771539475,-73.56948494911194
45.53413436610844,-73.57352435588837
45.52966629503036,-73.56733649969101
45.53711414,-73.5710031
45.5223645775784,-73.58414590358734
45.50928678961862,-73.57101917266846
45.52723106564012,-73.58672618865965
45.527009334270645,-73.58576595783234
45.53036486555959,-73.58439266681671
45.53582823686429,-73.57869029045105
45.533705987798946,-73.55217933654784
45.51908,-73.5727
45.527041096087785,-73.59347056655677
45.52795093787009,-73.59502326697111
45.5380207402854,-73.58352363109587
45.53147464147482,-73.59242051839828
45.522402573414084,-73.58117669820786
45.52435318759273,-73.57596650719643
45.5330129192707,-73.58128666877745
45.523026476635074,-73.60184043645859
45.52451761488783,-73.57197672128677
45.52751292628879,-73.59879076480864
45.52361490311454,-73.59245739877223
45.52404631813311,-73.59015061847458
45.52557815939422,-73.59285570681095
45.52348082760688,-73.58732756238169
45.52574657625029,-73.59033644199371
45.53543,-73.5822
45.50936142835129,-73.57386365532875
45.5238561444472,-73.60012650489807
45.53611005443118,-73.5762870311737
45.53898439552301,-73.5824453830719
45.5198946757576,-73.59682738780975
45.53650541861215,-73.56803923845291
45.53640396516409,-73.57141345739365
45.5251943015533,-73.59935637563467
45.52062760607925,-73.57594907283782
45.52562819123256,-73.58177483081818
45.526026565221414,-73.57785880565643
45.50975858607626,-73.57610732316971
45.51941,-73.58685
45.52428310031213,-73.6049484461546
45.52027633320609,-73.59497621666378
45.508140959417744,-73.57492983341217
45.513342512307055,-73.57301607728004
45.53840340979245,-73.56196403503418
45.51825290855221,-73.5883381962776
45.520188,-73.590559
45.53636263222538,-73.55421245098114
45.527672646696104,-73.59738260507582
45.527363,-73.607723
45.531836726498305,-73.55348825454712
45.51748721436461,-73.59788417816162
45.519266156911335,-73.5692971944809
45.508566869474386,-73.57769787311554
45.51825588419192,-73.60320568084717
45.5246829812827,-73.5788968205452
45.52222528598142,-73.60668718814848
45.5321322155395,-73.55876013636589
45.5367,-73.56081
45.516090801970655,-73.5701286792755
45.52051578783967,-73.567695915699
45.53292625574653,-73.56377989053726
45.5358215436799,-73.58710169792175
45.52932643090091,-73.57480645179749
45.53022106537559,-73.57699647545813
45.527432126380575,-73.57991673052311
45.53867,-73.56936
45.515604257816335,-73.57213497161865
45.52497706918177,-73.6106863617897
45.52974,-73.59527
45.52793332015246,-73.60122251338906
45.507076248365834,-73.57228517532349
45.514524730294404,-73.56835573911665
45.54124722370603,-73.59104454517365
45.52022241072457,-73.62985610961914
45.52588991809354,-73.65003436803818
45.514918954061876,-73.61968517303467
45.53341043363302,-73.60112428665161
45.53226461018495,-73.6110632121563
45.546661109634606,-73.58868420124054
45.515617,-73.614991
45.54912085535069,-73.60087350010872
45.55001,-73.59576
45.531957916826386,-73.60700100660324
45.537087833013324,-73.59321847558022
45.54779995287998,-73.58486741781235
45.551937362101,-73.59392791986465
45.53409866804061,-73.59553456306458
45.546779039476185,-73.60281676054001
45.51733075399989,-73.57449866831303
45.52927839879717,-73.57792854309082
45.533348,-73.605834
45.54990048023633,-73.58308374881744
45.544375546398065,-73.59564453363419
45.5315079142152,-73.60308364033699
45.563709940264175,-73.57139468193054
45.53488214147823,-73.60941231250763
45.54391953154915,-73.58424894533528
45.54800352985515,-73.58138993382454
45.536434338630336,-73.60783427975548
45.53923559055867,-73.58594566583633
45.51693654712809,-73.64048302173615
45.5315236502754,-73.61701235175133
45.5425697477813,-73.59214425086974
45.54365085053057,-73.60565051436424
45.53050525974957,-73.61470833420753
45.55389801568004,-73.5713866353035
45.543653916207866,-73.60126135876271
45.55293611277267,-73.56577143073082
45.54006,-73.60897
