name,postcode,category,review_count,rating,price,distance,latitude,longitude
Ye Olde Orchard,H2X 1S3,Bars,53.0,4.0,$$,488.8355834453097,45.50928678961862,-73.57101917266846
Café Parvis,H3A,Bars,220.0,4.0,$$,407.8693867766006,45.50928678961862,-73.57101917266846
Biirū,H3A 2E4,Bars,189.0,4.0,$$,519.8916156622515,45.50928678961862,-73.57101917266846
Bootlegger l'Authentique,H2X 2T6,Cocktail Bars,43.0,4.5,$$,435.6460567399352,45.50928678961862,-73.57101917266846
La Distillerie No.1,H2X 1H6,Cocktail Bars,314.0,4.5,$$,755.2936267613692,45.50928678961862,-73.57101917266846
Onoir,H2X 1B5,Bars,122.0,4.5,$$$,650.0556567290557,45.50928678961862,-73.57101917266846
Tiradito,H2Z 1N1,Cocktail Bars,148.0,4.0,$$$,795.6935054921066,45.50928678961862,-73.57101917266846
Shaker Cuisine and Mixologie,H2X 2T6,Cocktail Bars,38.0,3.5,,424.809885638393,45.50928678961862,-73.57101917266846
Le 4e Mur,H2X 3K8,Bars,99.0,4.5,$$,868.1492458585086,45.50928678961862,-73.57101917266846
McKibbin's Irish Pub,H2X 2T6,Bars,63.0,3.5,$$,461.02863081088515,45.50928678961862,-73.57101917266846
Gokudo,H3B 0C3,Cocktail Bars,60.0,4.5,$$,709.4915879436633,45.50928678961862,-73.57101917266846
Barranco MTL,H2J 2L3,Tapas Bars,61.0,4.5,,394.9202072586201,45.52723106564012,-73.58672618865965
Ichigo Ichie,H2W 1E9,Bars,116.0,4.5,$$,921.4468389315958,45.52723106564012,-73.58672618865965
Brouepub - Dieu du Ciel!,H2T 2N3,Bars,472.0,4.5,$$,725.5781948911448,45.52723106564012,-73.58672618865965
Les Torchés,H2T 1N7,Cocktail Bars,36.0,4.0,$$,714.9244203596966,45.52723106564012,-73.58672618865965
larrys,H2T 1S4,Bars,105.0,4.5,$$,713.009993555347,45.52723106564012,-73.58672618865965
Sparrow,H2T 1A5,Cocktail Bars,208.0,4.0,$$,817.5000650775315,45.52723106564012,-73.58672618865965
L’Entrepôt - Mont-Royal,H2J 1X7,Bars,137.0,4.0,$,547.0453695978929,45.52723106564012,-73.58672618865965
Plein Sud,H2H 1V8,Wine Bars,59.0,4.5,$$,1026.5777284112567,45.52723106564012,-73.58672618865965
Le Rouge Gorge,H2J 1Y2,Wine Bars,32.0,4.5,$$,712.8231938571084,45.52723106564012,-73.58672618865965
India Rosa,H2J 1Y2,Cocktail Bars,102.0,4.0,,699.8393273662772,45.52723106564012,-73.58672618865965
Bily Kun,H2T 1P9,Bars,68.0,4.0,$$,498.50552444746376,45.52723106564012,-73.58672618865965
Chez Victoire,H2J 1Z1,Wine Bars,64.0,4.0,$$$,903.7293075677346,45.52723106564012,-73.58672618865965
Buvette Chez Simone,H2V 4E7,Wine Bars,117.0,4.5,$$,1073.8399280028775,45.52723106564012,-73.58672618865965
Pub Bishop & Bagg,H2T 2K8,Bars,91.0,4.0,$$,1018.8918526740466,45.52723106564012,-73.58672618865965
Bar Henrietta,H2T 2N6,Wine Bars,42.0,4.0,$$,861.3129015587583,45.52723106564012,-73.58672618865965
Barraca,H2J 1X8,Tapas Bars,62.0,3.5,$$,644.7073310099429,45.52723106564012,-73.58672618865965
Clébard,H2J 2L4,Cocktail Bars,19.0,3.5,$$,379.8407574179785,45.52723106564012,-73.58672618865965
Bar Kabinet,H2T 2N4,Cocktail Bars,30.0,4.0,$$,806.693896354573,45.52723106564012,-73.58672618865965
Pamika Thai,H2T 1R5,Cocktail Bars,18.0,4.5,,665.1304095901062,45.52723106564012,-73.58672618865965
Darling,H2W 1Z3,Bars,109.0,4.0,$$,955.4803336505,45.52723106564012,-73.58672618865965
Barranco MTL,H2J 2L3,Tapas Bars,61.0,4.5,,336.6599951134744,45.527009334270645,-73.58576595783234
Ichigo Ichie,H2W 1E9,Bars,116.0,4.5,$$,852.3128131503864,45.527009334270645,-73.58576595783234
L’Entrepôt - Mont-Royal,H2J 1X7,Bars,137.0,4.0,$,475.6086292125588,45.527009334270645,-73.58576595783234
Brouepub - Dieu du Ciel!,H2T 2N3,Bars,472.0,4.5,$$,765.5724627316844,45.527009334270645,-73.58576595783234
Les Torchés,H2T 1N7,Cocktail Bars,36.0,4.0,$$,684.9296498418923,45.527009334270645,-73.58576595783234
larrys,H2T 1S4,Bars,105.0,4.5,$$,768.2000512069576,45.527009334270645,-73.58576595783234
Sparrow,H2T 1A5,Cocktail Bars,208.0,4.0,$$,879.997960461312,45.527009334270645,-73.58576595783234
Plein Sud,H2H 1V8,Wine Bars,59.0,4.5,$$,1017.9329358786781,45.527009334270645,-73.58576595783234
Bily Kun,H2T 1P9,Bars,68.0,4.0,$$,439.62828760828023,45.527009334270645,-73.58576595783234
India Rosa,H2J 1Y2,Cocktail Bars,102.0,4.0,,639.0181550358038,45.527009334270645,-73.58576595783234
Le Rouge Gorge,H2J 1Y2,Wine Bars,32.0,4.5,$$,650.1435253979395,45.527009334270645,-73.58576595783234
Chez Victoire,H2J 1Z1,Wine Bars,64.0,4.0,$$$,851.6102252202121,45.527009334270645,-73.58576595783234
Barraca,H2J 1X8,Tapas Bars,62.0,3.5,$$,577.0984484728056,45.527009334270645,-73.58576595783234
Buvette Chez Simone,H2V 4E7,Wine Bars,117.0,4.5,$$,1091.8874379942083,45.527009334270645,-73.58576595783234
Bar Henrietta,H2T 2N6,Wine Bars,42.0,4.0,$$,897.9024767916176,45.527009334270645,-73.58576595783234
Clébard,H2J 2L4,Cocktail Bars,19.0,3.5,$$,316.85802602769695,45.527009334270645,-73.58576595783234
Taverne Saint-Sacrement,H2J 1W8,Bars,26.0,3.5,$$,366.1723912931936,45.527009334270645,-73.58576595783234
Pamika Thai,H2T 1R5,Cocktail Bars,18.0,4.5,,687.1592282291354,45.527009334270645,-73.58576595783234
Bar Kabinet,H2T 2N4,Cocktail Bars,30.0,4.0,$$,843.3679067626215,45.527009334270645,-73.58576595783234
Darling,H2W 1Z3,Bars,109.0,4.0,$$,917.7147101359119,45.527009334270645,-73.58576595783234
Barranco MTL,H2J 2L3,Tapas Bars,61.0,4.5,,678.8675592949638,45.53036486555959,-73.58439266681671
Le Rouge Gorge,H2J 1Y2,Wine Bars,32.0,4.5,$$,518.7307562321372,45.53036486555959,-73.58439266681671
L’Entrepôt - Mont-Royal,H2J 1X7,Bars,137.0,4.0,$,472.4856821203269,45.53036486555959,-73.58439266681671
Brouepub - Dieu du Ciel!,H2T 2N3,Bars,472.0,4.5,$$,1105.25357119285,45.53036486555959,-73.58439266681671
Plein Sud,H2H 1V8,Wine Bars,59.0,4.5,$$,633.6174106036028,45.53036486555959,-73.58439266681671
Sparrow,H2T 1A5,Cocktail Bars,208.0,4.0,$$,1141.7516152713267,45.53036486555959,-73.58439266681671
larrys,H2T 1S4,Bars,105.0,4.5,$$,1064.4647080157388,45.53036486555959,-73.58439266681671
India Rosa,H2J 1Y2,Cocktail Bars,102.0,4.0,,494.1470728138557,45.53036486555959,-73.58439266681671
Barraca,H2J 1X8,Tapas Bars,62.0,3.5,$$,505.84450804034145,45.53036486555959,-73.58439266681671
Chez Victoire,H2J 1Z1,Wine Bars,64.0,4.0,$$$,618.4295403605464,45.53036486555959,-73.58439266681671
La Distillerie No.2,H2H 1J7,Cocktail Bars,71.0,4.5,$$,1049.9094416898438,45.53036486555959,-73.58439266681671
Bar Henrietta,H2T 2N6,Wine Bars,42.0,4.0,$$,1243.7336073843694,45.53036486555959,-73.58439266681671
Bily Kun,H2T 1P9,Bars,68.0,4.0,$$,770.8598059499968,45.53036486555959,-73.58439266681671
Pamika Thai,H2T 1R5,Cocktail Bars,18.0,4.5,,1057.638825414873,45.53036486555959,-73.58439266681671
Bar Kabinet,H2T 2N4,Cocktail Bars,30.0,4.0,$$,1189.4403320622282,45.53036486555959,-73.58439266681671
Chez Baptiste,H2J 1X7,Bars,19.0,3.5,$,459.0582656605598,45.53036486555959,-73.58439266681671
Maison Oflore,H2L 1A8,Cocktail Bars,8.0,4.5,,1187.9403167032128,45.53036486555959,-73.58439266681671
Antipode,H2J 1H9,Bars,10.0,4.5,,558.813124677121,45.53036486555959,-73.58439266681671
Le Royal,H2J 1Y1,Cocktail Bars,10.0,4.0,,519.8747593057262,45.53036486555959,-73.58439266681671
Bar Plan B,H2T 1P8,Cocktail Bars,36.0,3.5,$$,792.5052049536378,45.53036486555959,-73.58439266681671
Plein Sud,H2H 1V8,Wine Bars,59.0,4.5,$$,168.70474371008268,45.53582823686429,-73.57869029045105
Boswell,H2H 1L2,Bars,47.0,4.5,$$,745.0011479156761,45.53582823686429,-73.57869029045105
La Distillerie No.2,H2H 1J7,Cocktail Bars,71.0,4.5,$$,466.62040429842176,45.53582823686429,-73.57869029045105
Chez Victoire,H2J 1Z1,Wine Bars,64.0,4.0,$$$,552.2665248363083,45.53582823686429,-73.57869029045105
Le Rouge Gorge,H2J 1Y2,Wine Bars,32.0,4.5,$$,748.8950630283841,45.53582823686429,-73.57869029045105
India Rosa,H2J 1Y2,Cocktail Bars,102.0,4.0,,727.7637628056311,45.53582823686429,-73.57869029045105
Antipode,H2J 1H9,Bars,10.0,4.5,,276.6370010183911,45.53582823686429,-73.57869029045105
L’Entrepôt - Mont-Royal,H2J 1X7,Bars,137.0,4.0,$,913.1911489641827,45.53582823686429,-73.57869029045105
Barraca,H2J 1X8,Tapas Bars,62.0,3.5,$$,835.5097923786742,45.53582823686429,-73.57869029045105
Broue Pub Brouhaha,H2G 2N9,Bars,40.0,4.5,$$,1043.185163953,45.53582823686429,-73.57869029045105
Nikkei MTL,H2J 1J1,Cocktail Bars,6.0,3.5,,312.1836004033502,45.53582823686429,-73.57869029045105
Grozépa,H2G 2W5,Bars,14.0,4.5,,1092.841251683819,45.53582823686429,-73.57869029045105
Le Terminal,H2H 2N9,Bars,15.0,3.5,$$,426.1819698205203,45.53582823686429,-73.57869029045105
Le Royal,H2J 1Y1,Cocktail Bars,10.0,4.0,,746.243872519253,45.53582823686429,-73.57869029045105
Chez Baptiste,H2J 1X7,Bars,19.0,3.5,$,877.1903325598063,45.53582823686429,-73.57869029045105
Le Verre Bouteille,H2H 1J8,Bars,8.0,4.0,$$,519.835403498745,45.53582823686429,-73.57869029045105
Cabin Montreal,H2H 1J6,Cocktail Bars,5.0,4.5,,481.7896286268686,45.53582823686429,-73.57869029045105
Candi Bar,H2J 1X9,Cocktail Bars,62.0,3.0,$$,816.7591816439614,45.53582823686429,-73.57869029045105
Lobby Bar,H2H 1V3,Bars,9.0,3.0,$$,390.7068389599891,45.53582823686429,-73.57869029045105
West Shefford,H2J 1Z2,Bars,7.0,3.5,$,522.3336772510971,45.53582823686429,-73.57869029045105
Grenade,H2L 1S5,Bars,54.0,4.0,$$,1150.1522319032201,45.53370598779895,-73.55217933654784
Fusion Latino,H1W 1P7,Cocktail Bars,18.0,4.5,,1097.8600878881446,45.53370598779895,-73.55217933654784
Bar Métro Pub,H2K 1W6,Bars,1.0,5.0,,65.37663855994303,45.53370598779895,-73.55217933654784
Le Rose-Marie,H2K 3M4,Wine Bars,1.0,3.0,,684.1091675431858,45.53370598779895,-73.55217933654784
Les Deux Gamins,H2X 1B7,Wine Bars,595.0,4.0,$$,423.4276588823649,45.51908,-73.5727
Le Majestique,H2W 1Y7,Bars,201.0,4.5,$$,613.425469407713,45.51908,-73.5727
Ichigo Ichie,H2W 1E9,Bars,116.0,4.5,$$,512.4302933663771,45.51908,-73.5727
Onoir,H2X 1B5,Bars,122.0,4.5,$$$,450.7644536843606,45.51908,-73.5727
Cadet,H2X 2S8,Bars,113.0,4.5,$$$,1170.2852095382214,45.51908,-73.5727
Barranco MTL,H2J 2L3,Tapas Bars,61.0,4.5,,1048.0322917775686,45.51908,-73.5727
La Distillerie No.1,H2X 1H6,Cocktail Bars,314.0,4.5,$$,739.9896229209127,45.51908,-73.5727
Else's,H2W 1M2,Bars,121.0,4.5,$$,265.528349451094,45.51908,-73.5727
Bar Pamplemousse,H2X 2S9,Bars,44.0,4.0,,1054.04178166216,45.51908,-73.5727
Ye Olde Orchard,H2X 1S3,Bars,53.0,4.0,$$,618.0429840922422,45.51908,-73.5727
Le 4e Mur,H2X 3K8,Bars,99.0,4.5,$$,628.2248343850962,45.51908,-73.5727
Bootlegger l'Authentique,H2X 2T6,Cocktail Bars,43.0,4.5,$$,673.525582155847,45.51908,-73.5727
L'Gros Luxe Plateau,H2L 1A5,Cocktail Bars,42.0,3.5,$$,346.2999746374129,45.51908,-73.5727
Randolph Pub Ludique,H2X 3K8,Bars,96.0,4.5,$$,599.1057197471874,45.51908,-73.5727
Maison Oflore,H2L 1A8,Cocktail Bars,8.0,4.5,,367.20661029226346,45.51908,-73.5727
North Star,H2W 1Y2,Bars,30.0,4.5,$$,531.8024010697944,45.51908,-73.5727
Bar Suzanne,H2W 1G6,Bars,47.0,4.0,$$,528.9682603113074,45.51908,-73.5727
L’Entrepôt - Mont-Royal,H2J 1X7,Bars,137.0,4.0,$,1098.876793288297,45.51908,-73.5727
Ginkgo,H2X 1L7,Bars,75.0,4.0,$$,1142.4360314743058,45.51908,-73.5727
SuWu,H2X 2T6,Bars,133.0,3.5,$$,573.9147578080384,45.51908,-73.5727
larrys,H2T 1S4,Bars,105.0,4.5,$$,343.34943740635003,45.527041096087785,-73.59347056655677
Sparrow,H2T 1A5,Cocktail Bars,208.0,4.0,$$,360.47636078647866,45.527041096087785,-73.59347056655677
Brouepub - Dieu du Ciel!,H2T 2N3,Bars,472.0,4.5,$$,481.8797191677822,45.527041096087785,-73.59347056655677
Barranco MTL,H2J 2L3,Tapas Bars,61.0,4.5,,804.5925272377247,45.527041096087785,-73.59347056655677
Pub Bishop & Bagg,H2T 2K8,Bars,91.0,4.0,$$,514.0908228172284,45.527041096087785,-73.59347056655677
Les Torchés,H2T 1N7,Cocktail Bars,36.0,4.0,$$,922.185316034365,45.527041096087785,-73.59347056655677
Plein Sud,H2H 1V8,Wine Bars,59.0,4.5,$$,1361.7192293619705,45.527041096087785,-73.59347056655677
Bar Henrietta,H2T 2N6,Wine Bars,42.0,4.0,$$,606.270968870708,45.527041096087785,-73.59347056655677
Buvette Chez Simone,H2V 4E7,Wine Bars,117.0,4.5,$$,913.9687651505635,45.527041096087785,-73.59347056655677
Bily Kun,H2T 1P9,Bars,68.0,4.0,$$,891.3500858894375,45.527041096087785,-73.59347056655677
Bar Kabinet,H2T 2N4,Cocktail Bars,30.0,4.0,$$,564.4301060896331,45.527041096087785,-73.59347056655677
L'Gros Luxe Mile End,H2T 2K2,Cocktail Bars,84.0,4.0,$$,825.049649294236,45.527041096087785,-73.59347056655677
Pamika Thai,H2T 1R5,Cocktail Bars,18.0,4.5,,576.4404164984619,45.527041096087785,-73.59347056655677
Waverly,H2T 1S8,Bars,53.0,3.5,$$,465.54210267919944,45.527041096087785,-73.59347056655677
Darling,H2W 1Z3,Bars,109.0,4.0,$$,1169.3694838922693,45.527041096087785,-73.59347056655677
Restaurant El Chalateco,H2S 2S5,Wine Bars,27.0,4.0,$$,1196.9504642375657,45.527041096087785,-73.59347056655677
Whisky Café,H2T 1T3,Whiskey Bars,37.0,4.0,$$$,694.6906946190568,45.527041096087785,-73.59347056655677
Parasol,H2T 1S5,Wine Bars,3.0,4.5,,357.8794215277561,45.527041096087785,-73.59347056655677
Bar Plan B,H2T 1P8,Cocktail Bars,36.0,3.5,$$,867.7177074935408,45.527041096087785,-73.59347056655677
Pichai,H2S 2L8,Wine Bars,16.0,4.0,,922.9959213654107,45.527041096087785,-73.59347056655677
Sparrow,H2T 1A5,Cocktail Bars,208.0,4.0,$$,389.7051412472556,45.52795093787009,-73.59502326697111
larrys,H2T 1S4,Bars,105.0,4.5,$$,431.81611179393724,45.52795093787009,-73.59502326697111
Brouepub - Dieu du Ciel!,H2T 2N3,Bars,472.0,4.5,$$,595.9656761830802,45.52795093787009,-73.59502326697111
Barranco MTL,H2J 2L3,Tapas Bars,61.0,4.5,,956.2403551525285,45.52795093787009,-73.59502326697111
Pastaga,H2S 3C3,Wine Bars,72.0,4.0,$$$,1025.276820642618,45.52795093787009,-73.59502326697111
Les Torchés,H2T 1N7,Cocktail Bars,36.0,4.0,$$,1078.4383599051323,45.52795093787009,-73.59502326697111
Pub Bishop & Bagg,H2T 2K8,Bars,91.0,4.0,$$,470.5114789380639,45.52795093787009,-73.59502326697111
Bar Henrietta,H2T 2N6,Wine Bars,42.0,4.0,$$,705.4467414854118,45.52795093787009,-73.59502326697111
L'Gros Luxe Mile End,H2T 2K2,Cocktail Bars,84.0,4.0,$$,741.0668414788441,45.52795093787009,-73.59502326697111
Bily Kun,H2T 1P9,Bars,68.0,4.0,$$,1045.3014943633843,45.52795093787009,-73.59502326697111
Waverly,H2T 1S8,Bars,53.0,3.5,$$,405.05928025628117,45.52795093787009,-73.59502326697111
Bar Kabinet,H2T 2N4,Cocktail Bars,30.0,4.0,$$,670.935578807805,45.52795093787009,-73.59502326697111
Pamika Thai,H2T 1R5,Cocktail Bars,18.0,4.5,,715.234722383608,45.52795093787009,-73.59502326697111
Whisky Café,H2T 1T3,Whiskey Bars,37.0,4.0,$$$,578.1316192802082,45.52795093787009,-73.59502326697111
Restaurant El Chalateco,H2S 2S5,Wine Bars,27.0,4.0,$$,1040.7525812463793,45.52795093787009,-73.59502326697111
Nacho Libre,H2S 2K6,Dive Bars,53.0,3.5,$$,1147.665824838704,45.52795093787009,-73.59502326697111
Parasol,H2T 1S5,Wine Bars,3.0,4.5,,331.3717353237669,45.52795093787009,-73.59502326697111
Pichai,H2S 2L8,Wine Bars,16.0,4.0,,779.7758411087162,45.52795093787009,-73.59502326697111
Snowbird Tiki Bar,H2S 2M2,Tiki Bars,36.0,3.5,$$$,1044.9880316624249,45.52795093787009,-73.59502326697111
Mezcaleros,H2V 4H3,Cocktail Bars,16.0,4.0,$,996.4772960200496,45.52795093787009,-73.59502326697111
Plein Sud,H2H 1V8,Wine Bars,59.0,4.5,$$,353.7542941589935,45.5380207402854,-73.58352363109587
Le Rouge Gorge,H2J 1Y2,Wine Bars,32.0,4.5,$$,1080.7069488132724,45.5380207402854,-73.58352363109587
La Distillerie No.2,H2H 1J7,Cocktail Bars,71.0,4.5,$$,895.6255122592677,45.5380207402854,-73.58352363109587
Chez Victoire,H2J 1Z1,Wine Bars,64.0,4.0,$$$,943.2167584482388,45.5380207402854,-73.58352363109587
India Rosa,H2J 1Y2,Cocktail Bars,102.0,4.0,,1054.4310760109315,45.5380207402854,-73.58352363109587
Broue Pub Brouhaha,H2G 2N9,Bars,40.0,4.5,$$,609.7129809177463,45.5380207402854,-73.58352363109587
Antipode,H2J 1H9,Bars,10.0,4.5,,340.46652092229647,45.5380207402854,-73.58352363109587
La Distillerie No.3,H1Y 1W2,Cocktail Bars,17.0,4.0,$$,1069.4332637693146,45.5380207402854,-73.58352363109587
Nikkei MTL,H2J 1J1,Cocktail Bars,6.0,3.5,,336.6046919246423,45.5380207402854,-73.58352363109587
Grozépa,H2G 2W5,Bars,14.0,4.5,,645.8569221200613,45.5380207402854,-73.58352363109587
Le Royal,H2J 1Y1,Cocktail Bars,10.0,4.0,,1078.9210171318105,45.5380207402854,-73.58352363109587
Le Rosemont,H2G 1V2,Bars,12.0,4.0,$$,902.6271493717366,45.5380207402854,-73.58352363109587
Le Terminal,H2H 2N9,Bars,15.0,3.5,$$,874.5904049386501,45.5380207402854,-73.58352363109587
Le Verre Bouteille,H2H 1J8,Bars,8.0,4.0,$$,941.0337544142626,45.5380207402854,-73.58352363109587
Cabin Montreal,H2H 1J6,Cocktail Bars,5.0,4.5,,920.011376936231,45.5380207402854,-73.58352363109587
Le Saint Édouard,H2S 1Z6,Bars,20.0,3.5,$$,1116.9056670853079,45.5380207402854,-73.58352363109587
Lobby Bar,H2H 1V3,Bars,9.0,3.0,$$,829.5172532849936,45.5380207402854,-73.58352363109587
Le Petit Secret,H2S 1Z6,Bars,1.0,5.0,,1121.9927717030655,45.5380207402854,-73.58352363109587
Bar Danse Entre Nous,H2H 1V4,Bars,1.0,1.0,,800.8979738284133,45.5380207402854,-73.58352363109587
West Shefford,H2J 1Z2,Bars,7.0,3.5,$,938.7404057298336,45.5380207402854,-73.58352363109587
Barranco MTL,H2J 2L3,Tapas Bars,61.0,4.5,,1038.9808785858725,45.53147464147482,-73.59242051839828
Brouepub - Dieu du Ciel!,H2T 2N3,Bars,472.0,4.5,$$,978.082535772208,45.53147464147482,-73.59242051839828
Sparrow,H2T 1A5,Cocktail Bars,208.0,4.0,$$,827.8281350602243,45.53147464147482,-73.59242051839828
larrys,H2T 1S4,Bars,105.0,4.5,$$,841.6924824871145,45.53147464147482,-73.59242051839828
Plein Sud,H2H 1V8,Wine Bars,59.0,4.5,$$,1008.7899429758094,45.53147464147482,-73.59242051839828
L’Entrepôt - Mont-Royal,H2J 1X7,Bars,137.0,4.0,$,1076.3050568924195,45.53147464147482,-73.59242051839828
Pub Bishop & Bagg,H2T 2K8,Bars,91.0,4.0,$$,898.4740698974207,45.53147464147482,-73.59242051839828
Bily Kun,H2T 1P9,Bars,68.0,4.0,$$,1141.8458739530263,45.53147464147482,-73.59242051839828
L'Gros Luxe Mile End,H2T 2K2,Cocktail Bars,84.0,4.0,$$,1116.626345322193,45.53147464147482,-73.59242051839828
Restaurant El Chalateco,H2S 2S5,Wine Bars,27.0,4.0,$$,973.9643742088143,45.53147464147482,-73.59242051839828
Whisky Café,H2T 1T3,Whiskey Bars,37.0,4.0,$$$,905.588458872679,45.53147464147482,-73.59242051839828
Nacho Libre,H2S 2K6,Dive Bars,53.0,3.5,$$,992.0807942797683,45.53147464147482,-73.59242051839828
Waverly,H2T 1S8,Bars,53.0,3.5,$$,826.0157628076428,45.53147464147482,-73.59242051839828
Pichai,H2S 2L8,Wine Bars,16.0,4.0,,603.3548876743292,45.53147464147482,-73.59242051839828
Snowbird Tiki Bar,H2S 2M2,Tiki Bars,36.0,3.5,$$$,920.2996359853908,45.53147464147482,-73.59242051839828
Antipode,H2J 1H9,Bars,10.0,4.5,,900.768287515692,45.53147464147482,-73.59242051839828
Bar Plan B,H2T 1P8,Cocktail Bars,36.0,3.5,$$,1137.4784679928637,45.53147464147482,-73.59242051839828
Le Saint Édouard,H2S 1Z6,Bars,20.0,3.5,$$,357.6374420384606,45.53147464147482,-73.59242051839828
Chez Baptiste,H2J 1X7,Bars,19.0,3.5,$,1072.3983027148772,45.53147464147482,-73.59242051839828
L'Escogriffe Bar Spectacle,H2J 2L2,Bars,18.0,4.5,$,1159.6183913487737,45.53147464147482,-73.59242051839828
Ichigo Ichie,H2W 1E9,Bars,116.0,4.5,$$,244.3324255578252,45.52240257341408,-73.58117669820786
Barranco MTL,H2J 2L3,Tapas Bars,61.0,4.5,,298.445742329681,45.52240257341408,-73.58117669820786
Le Majestique,H2W 1Y7,Bars,201.0,4.5,$$,544.9741833762582,45.52240257341408,-73.58117669820786
Les Torchés,H2T 1N7,Cocktail Bars,36.0,4.0,$$,384.90167703012855,45.52240257341408,-73.58117669820786
Bily Kun,H2T 1P9,Bars,68.0,4.0,$$,199.24301603734062,45.52240257341408,-73.58117669820786
Les Deux Gamins,H2X 1B7,Wine Bars,595.0,4.0,$$,1107.8144885988745,45.52240257341408,-73.58117669820786
Brouepub - Dieu du Ciel!,H2T 2N3,Bars,472.0,4.5,$$,955.89578060284,45.52240257341408,-73.58117669820786
Onoir,H2X 1B5,Bars,122.0,4.5,$$$,1109.9722502304082,45.52240257341408,-73.58117669820786
L’Entrepôt - Mont-Royal,H2J 1X7,Bars,137.0,4.0,$,594.0676543331991,45.52240257341408,-73.58117669820786
Le Rouge Gorge,H2J 1Y2,Wine Bars,32.0,4.5,$$,786.537548341165,45.52240257341408,-73.58117669820786
India Rosa,H2J 1Y2,Cocktail Bars,102.0,4.0,,799.4591284187045,45.52240257341408,-73.58117669820786
Ye Olde Orchard,H2X 1S3,Bars,53.0,4.0,$$,1187.8906540304322,45.52240257341408,-73.58117669820786
Chez Victoire,H2J 1Z1,Wine Bars,64.0,4.0,$$$,1032.7544007534711,45.52240257341408,-73.58117669820786
Buvette Chez Simone,H2V 4E7,Wine Bars,117.0,4.5,$$,1039.614613293912,45.52240257341408,-73.58117669820786
Bar Suzanne,H2W 1G6,Bars,47.0,4.0,$$,596.8600897554135,45.52240257341408,-73.58117669820786
Bar Plan B,H2T 1P8,Cocktail Bars,36.0,3.5,$$,220.42601467799264,45.52240257341408,-73.58117669820786
Clébard,H2J 2L4,Cocktail Bars,19.0,3.5,$$,309.4918973809194,45.52240257341408,-73.58117669820786
Azalea,H2J 2K8,Tapas Bars,2.0,5.0,,95.58670128200647,45.52240257341408,-73.58117669820786
Barraca,H2J 1X8,Tapas Bars,62.0,3.5,$$,687.4456545896875,45.52240257341408,-73.58117669820786
L'Escogriffe Bar Spectacle,H2J 2L2,Bars,18.0,4.5,$,182.68906194490475,45.52240257341408,-73.58117669820786
Ichigo Ichie,H2W 1E9,Bars,116.0,4.5,$$,390.92444100385035,45.52435318759273,-73.57596650719643
Le Majestique,H2W 1Y7,Bars,201.0,4.5,$$,827.8414977543608,45.52435318759273,-73.57596650719643
Barranco MTL,H2J 2L3,Tapas Bars,61.0,4.5,,620.515868380309,45.52435318759273,-73.57596650719643
Les Deux Gamins,H2X 1B7,Wine Bars,595.0,4.0,$$,1061.7257357417182,45.52435318759273,-73.57596650719643
L’Entrepôt - Mont-Royal,H2J 1X7,Bars,137.0,4.0,$,469.18423681225784,45.52435318759273,-73.57596650719643
Le Rouge Gorge,H2J 1Y2,Wine Bars,32.0,4.5,$$,551.8459950025654,45.52435318759273,-73.57596650719643
Les Torchés,H2T 1N7,Cocktail Bars,36.0,4.0,$$,845.0483698405969,45.52435318759273,-73.57596650719643
Maison Oflore,H2L 1A8,Cocktail Bars,8.0,4.5,,274.75994365396355,45.52435318759273,-73.57596650719643
Barraca,H2J 1X8,Tapas Bars,62.0,3.5,$$,485.78101569329283,45.52435318759273,-73.57596650719643
India Rosa,H2J 1Y2,Cocktail Bars,102.0,4.0,,576.8445435485675,45.52435318759273,-73.57596650719643
L'Gros Luxe Plateau,H2L 1A5,Cocktail Bars,42.0,3.5,$$,316.0291685099423,45.52435318759273,-73.57596650719643
Le 4e Mur,H2X 3K8,Bars,99.0,4.5,$$,1206.6384424037703,45.52435318759273,-73.57596650719643
Chez Victoire,H2J 1Z1,Wine Bars,64.0,4.0,$$$,751.385879747218,45.52435318759273,-73.57596650719643
Bily Kun,H2T 1P9,Bars,68.0,4.0,$$,573.2429181625347,45.52435318759273,-73.57596650719643
Randolph Pub Ludique,H2X 3K8,Bars,96.0,4.5,$$,1174.1122371585325,45.52435318759273,-73.57596650719643
Bar Suzanne,H2W 1G6,Bars,47.0,4.0,$$,822.616286972218,45.52435318759273,-73.57596650719643
North Star,H2W 1Y2,Bars,30.0,4.5,$$,913.2788197242464,45.52435318759273,-73.57596650719643
Else's,H2W 1M2,Bars,121.0,4.5,$$,810.3163086390441,45.52435318759273,-73.57596650719643
Projet Pilote,H2J 2J3,Bars,3.0,5.0,,130.08055358515483,45.52435318759273,-73.57596650719643
Le MTL Bar,H2L 4A7,Bars,13.0,4.0,$$,231.4728806801817,45.52435318759273,-73.57596650719643
Plein Sud,H2H 1V8,Wine Bars,59.0,4.5,$$,276.5555965942438,45.5330129192707,-73.58128666877745
Chez Victoire,H2J 1Z1,Wine Bars,64.0,4.0,$$$,427.7433241482206,45.5330129192707,-73.58128666877745
Boswell,H2H 1L2,Bars,47.0,4.5,$$,1073.8531305256145,45.5330129192707,-73.58128666877745
Barranco MTL,H2J 2L3,Tapas Bars,61.0,4.5,,993.9377977093428,45.5330129192707,-73.58128666877745
