cb_station_id,cb_station_name,cb_latitude,cb_longitude,cb_bike_num,name,postcode,category,distance,review_count,rating,cb_name_count,price_level
9575da078eee4b025a4c319fc2347b0d,Bélanger / des Galeries d'Anjou,45.59722114932571,-73.56279015541077,17,MontrealX VIP Concierge Bachelor Party Strippers,H1S 1N2,Bar,964.0,44.0,4.0,5,2
8140fc3c3486abf913b0bd9211926f2b,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,25,Resto-Bar Lucky 7,H1Z 2E3,Bar,564.0,44.0,4.0,4,2
8140fc3c3486abf913b0bd9211926f2b,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,25,Brasserie Chez le Pere Gedeon,H2A 3A5,Bar,791.0,44.0,4.0,4,2
8140fc3c3486abf913b0bd9211926f2b,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,25,Brasserie Place 37,H1Z 3E7,Night Club,819.0,44.0,4.0,4,2
8140fc3c3486abf913b0bd9211926f2b,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),45.55984236120471,-73.61544728279114,25,Perandello Sport Bar,H1Z 1Y4,Sports Bar,947.0,44.0,4.0,4,2
1461a02f003268b78a89d6ad0ac551dd,Rosemont / Viau,45.56833021674857,-73.56666326522826,3,Cafe Navaro,H1T 1V7,Cocktail Bar,585.0,44.0,4.0,1,2
0217b73736addb107209816f03000a18,Parc LaSalle (10e avenue / Victoria),45.43805550384184,-73.67273926734924,7,Bar Zeffé,H8S 1Z7,Bar,260.0,44.0,4.0,5,2
0217b73736addb107209816f03000a18,Parc LaSalle (10e avenue / Victoria),45.43805550384184,-73.67273926734924,7,Mundial Bar & Grill,Unavailable,Sports Bar,963.0,44.0,4.0,5,2
0217b73736addb107209816f03000a18,Parc LaSalle (10e avenue / Victoria),45.43805550384184,-73.67273926734924,7,Houblon et Cépages,Unavailable,Wine Bar,386.0,44.0,4.0,5,2
0217b73736addb107209816f03000a18,Parc LaSalle (10e avenue / Victoria),45.43805550384184,-73.67273926734924,7,Bar Western Chez Marcel,H8S 2B2,Cocktail Bar,442.0,44.0,4.0,5,2
0217b73736addb107209816f03000a18,Parc LaSalle (10e avenue / Victoria),45.43805550384184,-73.67273926734924,7,Bar Liqueur,H8S 2B2,Bar,447.0,44.0,4.0,5,2
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,5,Le Bird Bar,H3J 1M5,Bar,283.0,44.0,4.0,10,2
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,5,Le Bureau Bar a Tapas,H3J 1M1,Cocktail Bar,347.0,44.0,4.0,10,2
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,5,Le Vin Papillon,H3J 1N6,Wine Bar,767.0,144.0,4.5,10,3
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,5,Burgundy Lion,H3J 1N5,Bar,751.0,44.0,4.0,10,2
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,5,Upstairs Jazz Bar & Grill,H3G 2H4,Night Club,781.0,44.0,4.0,10,2
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,5,Ye Olde Orchard Pub & Grill,H3G 1Z2,Pub,904.0,44.0,3.5,10,2
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,5,C'Cho-Colat,H3G 2E2,Lounge,845.0,44.0,4.0,10,2
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,5,Moose Bawr,H3H 1M2,Pub,776.0,81.0,3.5,10,2
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,5,Escondite,H3G 1V7,Bar,971.0,247.0,4.0,10,2
ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,45.48918571608228,-73.57190027832984,5,Brutopia,H3G 2B1,Bar,856.0,44.0,4.0,10,2
2203b1d78848ffe20d0ed9d29d7dce2e,O'Brien / Poirier,45.52252484113786,-73.69143962860107,1,Kana Taverne Ltée,H4L 1J4,Beer Garden,654.0,44.0,4.0,1,2
ce9dbfc9842d2eff631cf5898df68683,Parc Van Horne (de la Peltrie / de Westbury),45.490494421832885,-73.63852232694626,9,Café Solaris,H3W 3C6,Lounge,492.0,12.0,4.5,5,2
ce9dbfc9842d2eff631cf5898df68683,Parc Van Horne (de la Peltrie / de Westbury),45.490494421832885,-73.63852232694626,9,Vodka Bar Inc,H3W 3C7,Bar,425.0,44.0,4.0,5,2
ce9dbfc9842d2eff631cf5898df68683,Parc Van Horne (de la Peltrie / de Westbury),45.490494421832885,-73.63852232694626,9,Mecs Bar,H3W 3C2,Cocktail Bar,971.0,44.0,4.0,5,2
ce9dbfc9842d2eff631cf5898df68683,Parc Van Horne (de la Peltrie / de Westbury),45.490494421832885,-73.63852232694626,9,Bistro Lina,H3X 2T8,Bar,950.0,44.0,4.0,5,2
ce9dbfc9842d2eff631cf5898df68683,Parc Van Horne (de la Peltrie / de Westbury),45.490494421832885,-73.63852232694626,9,Jilly's,H3X 2T8,Pool Hall,950.0,44.0,4.0,5,2
389a103b106275a594cb7caafbf34e27,Hôpital Sacré-Coeur (Forbes),45.5319435900764,-73.71360540390015,4,Snookers Billiards,H4K 1N3,Pool Hall,609.0,44.0,4.0,3,2
389a103b106275a594cb7caafbf34e27,Hôpital Sacré-Coeur (Forbes),45.5319435900764,-73.71360540390015,4,Pub Cartierville Enr,H4J 1E3,Bar,505.0,44.0,4.0,3,2
389a103b106275a594cb7caafbf34e27,Hôpital Sacré-Coeur (Forbes),45.5319435900764,-73.71360540390015,4,Harmony Entertainment,H4J 1H4,Karaoke Bar,707.0,44.0,4.0,3,2
567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,45.48049514330605,-73.57782661914825,5,Atwater Cocktail Club,H4C 2G5,Speakeasy,87.0,116.0,4.5,10,2
