name,postcode,category,distance,latitude,longitude
Buvette Chez Simone,H2V 4E7,Wine Bar,848.0,45.5251943015533,-73.59935637563467
Bar Tapas Taza Flores,H2V 4G9,Wine Bar,407.0,45.5251943015533,-73.59935637563467
Whisky Café,H2T 1T3,Night Club,327.0,45.5251943015533,-73.59935637563467
The Emerald,H2V 4G9,Cocktail Bar,449.0,45.5251943015533,-73.59935637563467
Siboire,H2T 1R9,Bar,557.0,45.5251943015533,-73.59935637563467
Casa del Popolo,H2T 1R6,Bar,740.0,45.5251943015533,-73.59935637563467
Le Majestique,H2W 1Y7,Restaurant,493.0,45.52062760607925,-73.57594907283782
Réservoir,H2W 1G7,Bar,459.0,45.52062760607925,-73.57594907283782
Darling,H2W 1Z3,Lounge,657.0,45.52062760607925,-73.57594907283782
Else's,H2W 1M2,Bar,426.0,45.52062760607925,-73.57594907283782
Pub Pit Caribou,H2J 2J4,Beer Bar,486.0,45.52062760607925,-73.57594907283782
Bar Suzanne,H2W 1G6,Cocktail Bar,446.0,45.52062760607925,-73.57594907283782
Salon Daome,H2T 1N9,Night Club,771.0,45.52062760607925,-73.57594907283782
A Bar,H2W 1E4,Bar,317.0,45.52062760607925,-73.57594907283782
Bar Plan B,H2T 1P8,Cocktail Bar,660.0,45.52062760607925,-73.57594907283782
McKibbin's Irish Pub,H2X 2T6,Pub,885.0,45.52062760607925,-73.57594907283782
Fitzroy,H2J 1W6,Pool Hall,56.0,45.52562819123256,-73.58177483081818
Bar Plan B,H2T 1P8,Cocktail Bar,302.0,45.52562819123256,-73.58177483081818
Pub Pit Caribou,H2J 2J4,Beer Bar,502.0,45.52562819123256,-73.58177483081818
Cafe-Bar le Boudoir,H2J 1X1,Cocktail Bar,106.0,45.52562819123256,-73.58177483081818
Darling,H2W 1Z3,Lounge,758.0,45.52562819123256,-73.58177483081818
Salon Daome,H2T 1N9,Night Club,694.0,45.52562819123256,-73.58177483081818
Rouge Gorge,H2J 1Y1,Wine Bar,493.0,45.52562819123256,-73.58177483081818
Le Majestique,H2W 1Y7,Restaurant,915.0,45.52562819123256,-73.58177483081818
Brasserie Dieu du Ciel,H2T 2N2,Beer Bar,961.0,45.52562819123256,-73.58177483081818
Réservoir,H2W 1G7,Bar,959.0,45.52562819123256,-73.58177483081818
Pub Pit Caribou,H2J 2J4,Beer Bar,224.0,45.52602656522141,-73.57785880565643
Rouge Gorge,H2J 1Y1,Wine Bar,352.0,45.52602656522141,-73.57785880565643
Darling,H2W 1Z3,Lounge,918.0,45.52602656522141,-73.57785880565643
Cafe-Bar le Boudoir,H2J 1X1,Cocktail Bar,229.0,45.52602656522141,-73.57785880565643
Le Majestique,H2W 1Y7,Restaurant,973.0,45.52602656522141,-73.57785880565643
Bar Plan B,H2T 1P8,Cocktail Bar,544.0,45.52602656522141,-73.57785880565643
Fitzroy,H2J 1W6,Pool Hall,330.0,45.52602656522141,-73.57785880565643
Salon Daome,H2T 1N9,Night Club,908.0,45.52602656522141,-73.57785880565643
Réservoir,H2W 1G7,Bar,988.0,45.52602656522141,-73.57785880565643
Pub West Shefford,H2J 1Z2,Bar,653.0,45.52602656522141,-73.57785880565643
Salon de Thé CHAÏ Tea Lounge,H2X 2H8,Lounge,176.0,45.50975858607626,-73.57610732316971
Pullman,H2X 2H5,Wine Bar,355.0,45.50975858607626,-73.57610732316971
Benelux,H2X 1X7,Beer Bar,399.0,45.50975858607626,-73.57610732316971
McKibbin's Irish Pub,H2X 2T6,Pub,547.0,45.50975858607626,-73.57610732316971
Cadet,H2X 2S8,Restaurant,899.0,45.50975858607626,-73.57610732316971
Le Majestique,H2W 1Y7,Restaurant,916.0,45.50975858607626,-73.57610732316971
Nyks Bistro Pub,H3B 2W4,Bar,848.0,45.50975858607626,-73.57610732316971
Blvd 44,H2X 2T2,Night Club,626.0,45.50975858607626,-73.57610732316971
Réservoir,H2W 1G7,Bar,860.0,45.50975858607626,-73.57610732316971
Ye Olde Orchard Pub & Grill,H2X 1S3,Pub,497.0,45.50975858607626,-73.57610732316971
Darling,H2W 1Z3,Lounge,221.0,45.51941,-73.58685
Salon Daome,H2T 1N9,Night Club,107.0,45.51941,-73.58685
Buvette Chez Simone,H2V 4E7,Wine Bar,531.0,45.51941,-73.58685
Le Majestique,H2W 1Y7,Restaurant,549.0,45.51941,-73.58685
Brasserie Dieu du Ciel,H2T 2N2,Beer Bar,624.0,45.51941,-73.58685
Kabinet,H2T 2N4,Bar,597.0,45.51941,-73.58685
Réservoir,H2W 1G7,Bar,643.0,45.51941,-73.58685
Bar Plan B,H2T 1P8,Cocktail Bar,493.0,45.51941,-73.58685
Casa del Popolo,H2T 1R6,Bar,440.0,45.51941,-73.58685
Bar Suzanne,H2W 1G6,Cocktail Bar,650.0,45.51941,-73.58685
Ping Pong Club,H2T 1S8,Bar,384.0,45.52428310031213,-73.6049484461546
Bishop & Bagg,H2T 2K8,Pub,436.0,45.52428310031213,-73.6049484461546
Brasserie Dieu du Ciel,H2T 2N2,Beer Bar,917.0,45.52428310031213,-73.6049484461546
Kabinet,H2T 2N4,Bar,919.0,45.52428310031213,-73.6049484461546
Bar Tapas Taza Flores,H2V 4G9,Wine Bar,429.0,45.52428310031213,-73.6049484461546
Vices & Versa Bistro du Terroir Inc,H2S 3C5,Beer Bar,896.0,45.52428310031213,-73.6049484461546
Whisky Café,H2T 1T3,Night Club,387.0,45.52428310031213,-73.6049484461546
Helm Brasseur Gourmand,H2V 1T5,Beer Bar,43.0,45.52428310031213,-73.6049484461546
The Emerald,H2V 4G9,Cocktail Bar,537.0,45.52428310031213,-73.6049484461546
Brasserie les Enfants Terribles,H2V 1V8,Bar,587.0,45.52428310031213,-73.6049484461546
Buvette Chez Simone,H2V 4E7,Wine Bar,204.0,45.52027633320609,-73.59497621666378
Kabinet,H2T 2N4,Bar,210.0,45.52027633320609,-73.59497621666378
Brasserie Dieu du Ciel,H2T 2N2,Beer Bar,293.0,45.52027633320609,-73.59497621666378
Bishop & Bagg,H2T 2K8,Pub,646.0,45.52027633320609,-73.59497621666378
Darling,H2W 1Z3,Lounge,861.0,45.52027633320609,-73.59497621666378
Salon Daome,H2T 1N9,Night Club,712.0,45.52027633320609,-73.59497621666378
Siboire,H2T 1R9,Bar,355.0,45.52027633320609,-73.59497621666378
Bar Henrietta,H2T 2N6,Wine Bar,160.0,45.52027633320609,-73.59497621666378
Casa del Popolo,H2T 1R6,Bar,389.0,45.52027633320609,-73.59497621666378
The Emerald,H2V 4G9,Cocktail Bar,378.0,45.52027633320609,-73.59497621666378
Salon de Thé CHAÏ Tea Lounge,H2X 2H8,Lounge,173.0,45.508140959417744,-73.57492983341217
Pullman,H2X 2H5,Wine Bar,246.0,45.508140959417744,-73.57492983341217
Benelux,H2X 1X7,Beer Bar,348.0,45.508140959417744,-73.57492983341217
Cadet,H2X 2S8,Restaurant,839.0,45.508140959417744,-73.57492983341217
Nyks Bistro Pub,H3B 2W4,Bar,695.0,45.508140959417744,-73.57492983341217
Escondite,H3B 3C4,Bar,788.0,45.508140959417744,-73.57492983341217
Biiru,H3A 2E4,Bar,580.0,45.508140959417744,-73.57492983341217
McKibbin's Irish Pub,H2X 2T6,Pub,644.0,45.508140959417744,-73.57492983341217
La Cage,H2X 3Y2,Sports Bar,747.0,45.508140959417744,-73.57492983341217
Blvd 44,H2X 2T2,Night Club,652.0,45.508140959417744,-73.57492983341217
McKibbin's Irish Pub,H2X 2T6,Pub,133.0,45.513342512307055,-73.57301607728004
Ye Olde Orchard Pub & Grill,H2X 1S3,Pub,31.0,45.513342512307055,-73.57301607728004
SuWu,H2X 2T6,Bar,71.0,45.513342512307055,-73.57301607728004
Salon de Thé CHAÏ Tea Lounge,H2X 2H8,Lounge,430.0,45.513342512307055,-73.57301607728004
Benelux,H2X 1X7,Beer Bar,443.0,45.513342512307055,-73.57301607728004
Else's,H2W 1M2,Bar,415.0,45.513342512307055,-73.57301607728004
Blvd 44,H2X 2T2,Night Club,351.0,45.513342512307055,-73.57301607728004
Pullman,H2X 2H5,Wine Bar,533.0,45.513342512307055,-73.57301607728004
Cadet,H2X 2S8,Restaurant,740.0,45.513342512307055,-73.57301607728004
La Distillerie,H2X 1H6,Cocktail Bar,592.0,45.513342512307055,-73.57301607728004
Boswell Brasserie Artisanale,H2H 1L2,Bar,590.0,45.53840340979245,-73.56196403503418
La Distillerie No2,H2H 1J7,Cocktail Bar,906.0,45.53840340979245,-73.56196403503418
Verre Bouteille,H2H 1J8,Pub,868.0,45.53840340979245,-73.56196403503418
The Kath Women,H2K 2Z9,Pub,592.0,45.53840340979245,-73.56196403503418
Bar la Broue du Plateau Enr,H2H 1K5,Lounge,703.0,45.53840340979245,-73.56196403503418
Jono Bar,H2H 1K5,Bar,771.0,45.53840340979245,-73.56196403503418
Bar Sexe Mania,H2K 1X1,Night Club,907.0,45.53840340979245,-73.56196403503418
Taverne Metro-Pub,H2K 1W6,Bar,932.0,45.53840340979245,-73.56196403503418
Accès Décor,H2H 1R9,Home Improvement Service,234.0,45.53840340979245,-73.56196403503418
Pro-Max Pub,H2K 3P2,Bar,747.0,45.53840340979245,-73.56196403503418
Darling,H2W 1Z3,Lounge,343.0,45.51825290855221,-73.5883381962776
Salon Daome,H2T 1N9,Night Club,279.0,45.51825290855221,-73.5883381962776
Buvette Chez Simone,H2V 4E7,Wine Bar,413.0,45.51825290855221,-73.5883381962776
Brasserie Dieu du Ciel,H2T 2N2,Beer Bar,629.0,45.51825290855221,-73.5883381962776
Le Majestique,H2W 1Y7,Restaurant,627.0,45.51825290855221,-73.5883381962776
Kabinet,H2T 2N4,Bar,579.0,45.51825290855221,-73.5883381962776
Réservoir,H2W 1G7,Bar,720.0,45.51825290855221,-73.5883381962776
Bar Monsieur Ricard,H2V 4E4,Pub,184.0,45.51825290855221,-73.5883381962776
Bar Plan B,H2T 1P8,Cocktail Bar,664.0,45.51825290855221,-73.5883381962776
Casa del Popolo,H2T 1R6,Bar,482.0,45.51825290855221,-73.5883381962776
Buvette Chez Simone,H2V 4E7,Wine Bar,288.0,45.520188,-73.590559
Brasserie Dieu du Ciel,H2T 2N2,Beer Bar,353.0,45.520188,-73.590559
Kabinet,H2T 2N4,Bar,306.0,45.520188,-73.590559
Salon Daome,H2T 1N9,Night Club,368.0,45.520188,-73.590559
Darling,H2W 1Z3,Lounge,522.0,45.520188,-73.590559
Casa del Popolo,H2T 1R6,Bar,228.0,45.520188,-73.590559
Le Majestique,H2W 1Y7,Restaurant,850.0,45.520188,-73.590559
Siboire,H2T 1R9,Bar,369.0,45.520188,-73.590559
Bishop & Bagg,H2T 2K8,Pub,887.0,45.520188,-73.590559
Bar Plan B,H2T 1P8,Cocktail Bar,638.0,45.520188,-73.590559
The Kath Women,H2K 2Z9,Pub,261.0,45.53636263222538,-73.55421245098114
Bar Sexe Mania,H2K 1X1,Night Club,279.0,45.53636263222538,-73.55421245098114
Taverne Metro-Pub,H2K 1W6,Bar,385.0,45.53636263222538,-73.55421245098114
Bar Fullum,H2K 1W1,Sports Bar,651.0,45.53636263222538,-73.55421245098114
Bar Davidson,H1W 1P9,Dive Bar,976.0,45.53636263222538,-73.55421245098114
Blockhaus,H1W 1P7,Cocktail Bar,904.0,45.53636263222538,-73.55421245098114
Brasserie des Patriotes,H1W 1P8,Dive Bar,964.0,45.53636263222538,-73.55421245098114
Pro-Max Pub,H2K 3P2,Bar,603.0,45.53636263222538,-73.55421245098114
Pro Max Pub,H2K 3P9,Bar,651.0,45.53636263222538,-73.55421245098114
Accès Décor,H2H 1R9,Home Improvement Service,751.0,45.53636263222538,-73.55421245098114
Bishop & Bagg,H2T 2K8,Pub,323.0,45.5276726466961,-73.59738260507582
Ping Pong Club,H2T 1S8,Bar,383.0,45.5276726466961,-73.59738260507582
Brasserie Dieu du Ciel,H2T 2N2,Beer Bar,636.0,45.5276726466961,-73.59738260507582
Kabinet,H2T 2N4,Bar,703.0,45.5276726466961,-73.59738260507582
Whisky Café,H2T 1T3,Night Club,390.0,45.5276726466961,-73.59738260507582
Siboire,H2T 1R9,Bar,618.0,45.5276726466961,-73.59738260507582
Bar Tapas Taza Flores,H2V 4G9,Wine Bar,718.0,45.5276726466961,-73.59738260507582
The Emerald,H2V 4G9,Cocktail Bar,745.0,45.5276726466961,-73.59738260507582
Casa del Popolo,H2T 1R6,Bar,791.0,45.5276726466961,-73.59738260507582
Bar Henrietta,H2T 2N6,Wine Bar,720.0,45.5276726466961,-73.59738260507582
Ping Pong Club,H2T 1S8,Bar,425.0,45.527363,-73.607723
Vices & Versa Bistro du Terroir Inc,H2S 3C5,Beer Bar,492.0,45.527363,-73.607723
Marconi,H2S 1C1,Restaurant,882.0,45.527363,-73.607723
Bishop & Bagg,H2T 2K8,Pub,686.0,45.527363,-73.607723
Cicchetti,H2V 4J3,Cocktail Bar,695.0,45.527363,-73.607723
Whisky Café,H2T 1T3,Night Club,417.0,45.527363,-73.607723
Bar Tapas Taza Flores,H2V 4G9,Wine Bar,826.0,45.527363,-73.607723
Notre Dame des Quilles,H2S 1P8,Bowling Alley,357.0,45.527363,-73.607723
Brasserie les Enfants Terribles,H2V 1V8,Bar,842.0,45.527363,-73.607723
Taverne Cobra,H2S 3C6,Dive Bar,499.0,45.527363,-73.607723
Taverne Metro-Pub,H2K 1W6,Bar,147.0,45.53183672649831,-73.55348825454712
Bar Fullum,H2K 1W1,Sports Bar,195.0,45.53183672649831,-73.55348825454712
Bar Sexe Mania,H2K 1X1,Night Club,339.0,45.53183672649831,-73.55348825454712
The Kath Women,H2K 2Z9,Pub,393.0,45.53183672649831,-73.55348825454712
Bar Taboo,H2K 2C8,Night Club,835.0,45.53183672649831,-73.55348825454712
L'Astral 2000,H2K 1T6,Cocktail Bar,733.0,45.53183672649831,-73.55348825454712
Astral 2000,H2K 1T6,Karaoke Bar,734.0,45.53183672649831,-73.55348825454712
Pro Max Pub,H2K 3P9,Bar,340.0,45.53183672649831,-73.55348825454712
Pro-Max Pub,H2K 3P2,Bar,421.0,45.53183672649831,-73.55348825454712
Alfred's Damn Right Joint,H2K 2K9,Bar,730.0,45.53183672649831,-73.55348825454712
Buvette Chez Simone,H2V 4E7,Wine Bar,359.0,45.51748721436461,-73.59788417816162
Brasserie Dieu du Ciel,H2T 2N2,Beer Bar,674.0,45.51748721436461,-73.59788417816162
Kabinet,H2T 2N4,Bar,593.0,45.51748721436461,-73.59788417816162
Bishop & Bagg,H2T 2K8,Pub,861.0,45.51748721436461,-73.59788417816162
The Emerald,H2V 4G9,Cocktail Bar,431.0,45.51748721436461,-73.59788417816162
Bar Tapas Taza Flores,H2V 4G9,Wine Bar,521.0,45.51748721436461,-73.59788417816162
Siboire,H2T 1R9,Bar,737.0,45.51748721436461,-73.59788417816162
Casa del Popolo,H2T 1R6,Bar,761.0,45.51748721436461,-73.59788417816162
Bar Henrietta,H2T 2N6,Wine Bar,541.0,45.51748721436461,-73.59788417816162
Bar Monsieur Ricard,H2V 4E4,Pub,597.0,45.51748721436461,-73.59788417816162
Le Saint Bock,H2X 3K4,Bar,530.0,45.519266156911335,-73.5692971944809
Le 4e Mur,H2X 3K8,Music Venue,441.0,45.519266156911335,-73.5692971944809
La Distillerie,H2X 1H6,Cocktail Bar,578.0,45.519266156911335,-73.5692971944809
Arcade MTL,H2X 3K8,Arcade,421.0,45.519266156911335,-73.5692971944809
Else's,H2W 1M2,Bar,500.0,45.519266156911335,-73.5692971944809
Le Majestique,H2W 1Y7,Restaurant,885.0,45.519266156911335,-73.5692971944809
McKibbin's Irish Pub,H2X 2T6,Pub,675.0,45.519266156911335,-73.5692971944809
Réservoir,H2W 1G7,Bar,806.0,45.519266156911335,-73.5692971944809
Pub Pit Caribou,H2J 2J4,Beer Bar,793.0,45.519266156911335,-73.5692971944809
Saint-Houblon,H2X 3K3,Bar,753.0,45.519266156911335,-73.5692971944809
Salon de Thé CHAÏ Tea Lounge,H2X 2H8,Lounge,316.0,45.50856686947439,-73.57769787311554
Pullman,H2X 2H5,Wine Bar,456.0,45.50856686947439,-73.57769787311554
Benelux,H2X 1X7,Beer Bar,536.0,45.50856686947439,-73.57769787311554
Thomson House,H3A 1Y2,Bar,499.0,45.50856686947439,-73.57769787311554
Nyks Bistro Pub,H3B 2W4,Bar,915.0,45.50856686947439,-73.57769787311554
McKibbin's Irish Pub,H2X 2T6,Pub,728.0,45.50856686947439,-73.57769787311554
Escondite,H3B 3C4,Bar,979.0,45.50856686947439,-73.57769787311554
Soubois,H3A 1M7,Restaurant,889.0,45.50856686947439,-73.57769787311554
Biiru,H3A 2E4,Bar,788.0,45.50856686947439,-73.57769787311554
Réservoir,H2W 1G7,Bar,964.0,45.50856686947439,-73.57769787311554
Buvette Chez Simone,H2V 4E7,Wine Bar,749.0,45.51825588419192,-73.60320568084717
Brasserie Dieu du Ciel,H2T 2N2,Beer Bar,908.0,45.51825588419192,-73.60320568084717
Kabinet,H2T 2N4,Bar,849.0,45.51825588419192,-73.60320568084717
Bishop & Bagg,H2T 2K8,Pub,819.0,45.51825588419192,-73.60320568084717
Bar Tapas Taza Flores,H2V 4G9,Wine Bar,422.0,45.51825588419192,-73.60320568084717
The Emerald,H2V 4G9,Cocktail Bar,423.0,45.51825588419192,-73.60320568084717
Brasserie les Enfants Terribles,H2V 1V8,Bar,486.0,45.51825588419192,-73.60320568084717
Ping Pong Club,H2T 1S8,Bar,994.0,45.51825588419192,-73.60320568084717
Siboire,H2T 1R9,Bar,969.0,45.51825588419192,-73.60320568084717
Bar Henrietta,H2T 2N6,Wine Bar,797.0,45.51825588419192,-73.60320568084717
Pub Pit Caribou,H2J 2J4,Beer Bar,275.0,45.5246829812827,-73.5788968205452
Darling,H2W 1Z3,Lounge,749.0,45.5246829812827,-73.5788968205452
Bar Plan B,H2T 1P8,Cocktail Bar,399.0,45.5246829812827,-73.5788968205452
Le Majestique,H2W 1Y7,Restaurant,812.0,45.5246829812827,-73.5788968205452
Rouge Gorge,H2J 1Y1,Wine Bar,506.0,45.5246829812827,-73.5788968205452
Salon Daome,H2T 1N9,Night Club,745.0,45.5246829812827,-73.5788968205452
Fitzroy,H2J 1W6,Pool Hall,239.0,45.5246829812827,-73.5788968205452
Cafe-Bar le Boudoir,H2J 1X1,Cocktail Bar,230.0,45.5246829812827,-73.5788968205452
Réservoir,H2W 1G7,Bar,833.0,45.5246829812827,-73.5788968205452
Else's,H2W 1M2,Bar,925.0,45.5246829812827,-73.5788968205452
Bishop & Bagg,H2T 2K8,Pub,648.0,45.52222528598142,-73.60668718814848
Ping Pong Club,H2T 1S8,Bar,649.0,45.52222528598142,-73.60668718814848
Brasserie les Enfants Terribles,H2V 1V8,Bar,322.0,45.52222528598142,-73.60668718814848
Bar Tapas Taza Flores,H2V 4G9,Wine Bar,457.0,45.52222528598142,-73.60668718814848
The Emerald,H2V 4G9,Cocktail Bar,558.0,45.52222528598142,-73.60668718814848
Whisky Café,H2T 1T3,Night Club,653.0,45.52222528598142,-73.60668718814848
Helm Brasseur Gourmand,H2V 1T5,Beer Bar,223.0,45.52222528598142,-73.60668718814848
Bar Henrietta,H2T 2N6,Wine Bar,978.0,45.52222528598142,-73.60668718814848
Notre Dame des Quilles,H2S 1P8,Bowling Alley,934.0,45.52222528598142,-73.60668718814848
La Taverne du Pélican,H2V 2K2,Bar,907.0,45.52222528598142,-73.60668718814848
Bar Fullum,H2K 1W1,Sports Bar,329.0,45.5321322155395,-73.55876013636589
The Kath Women,H2K 2Z9,Pub,330.0,45.5321322155395,-73.55876013636589
Taverne Metro-Pub,H2K 1W6,Bar,480.0,45.5321322155395,-73.55876013636589
Bar Sexe Mania,H2K 1X1,Night Club,618.0,45.5321322155395,-73.55876013636589
L'Astral 2000,H2K 1T6,Cocktail Bar,624.0,45.5321322155395,-73.55876013636589
Bar Taboo,H2K 2C8,Night Club,991.0,45.5321322155395,-73.55876013636589
Astral 2000,H2K 1T6,Karaoke Bar,629.0,45.5321322155395,-73.55876013636589
Pro-Max Pub,H2K 3P2,Bar,15.0,45.5321322155395,-73.55876013636589
Pro Max Pub,H2K 3P9,Bar,147.0,45.5321322155395,-73.55876013636589
Accès Décor,H2H 1R9,Home Improvement Service,649.0,45.5321322155395,-73.55876013636589
Boswell Brasserie Artisanale,H2H 1L2,Bar,699.0,45.5367,-73.56081
La Distillerie No2,H2H 1J7,Cocktail Bar,937.0,45.5367,-73.56081
Verre Bouteille,H2H 1J8,Pub,902.0,45.5367,-73.56081
The Kath Women,H2K 2Z9,Pub,402.0,45.5367,-73.56081
Taverne Metro-Pub,H2K 1W6,Bar,748.0,45.5367,-73.56081
Bar Sexe Mania,H2K 1X1,Night Club,750.0,45.5367,-73.56081
Bar la Broue du Plateau Enr,H2H 1K5,Lounge,772.0,45.5367,-73.56081
Bar Fullum,H2K 1W1,Sports Bar,812.0,45.5367,-73.56081
Jono Bar,H2H 1K5,Bar,828.0,45.5367,-73.56081
Accès Décor,H2H 1R9,Home Improvement Service,236.0,45.5367,-73.56081
La Distillerie,H2X 1H6,Cocktail Bar,379.0,45.516090801970655,-73.5701286792755
McKibbin's Irish Pub,H2X 2T6,Pub,317.0,45.516090801970655,-73.5701286792755
Le Saint Bock,H2X 3K4,Bar,427.0,45.516090801970655,-73.5701286792755
Else's,H2W 1M2,Bar,370.0,45.516090801970655,-73.5701286792755
Le 4e Mur,H2X 3K8,Music Venue,349.0,45.516090801970655,-73.5701286792755
Arcade MTL,H2X 3K8,Arcade,340.0,45.516090801970655,-73.5701286792755
Cadet,H2X 2S8,Restaurant,778.0,45.516090801970655,-73.5701286792755
SuWu,H2X 2T6,Bar,307.0,45.516090801970655,-73.5701286792755
Blvd 44,H2X 2T2,Night Club,447.0,45.516090801970655,-73.5701286792755
Le Majestique,H2W 1Y7,Restaurant,811.0,45.516090801970655,-73.5701286792755
Le Saint Bock,H2X 3K4,Bar,578.0,45.52051578783967,-73.567695915699
Le 4e Mur,H2X 3K8,Music Venue,502.0,45.52051578783967,-73.567695915699
La Distillerie,H2X 1H6,Cocktail Bar,663.0,45.52051578783967,-73.567695915699
Arcade MTL,H2X 3K8,Arcade,482.0,45.52051578783967,-73.567695915699
Else's,H2W 1M2,Bar,681.0,45.52051578783967,-73.567695915699
Pub Pit Caribou,H2J 2J4,Beer Bar,778.0,45.52051578783967,-73.567695915699
Renard,H2L 2H2,Cocktail Bar,954.0,45.52051578783967,-73.567695915699
Saint-Houblon,H2X 3K3,Bar,781.0,45.52051578783967,-73.567695915699
McKibbin's Irish Pub,H2X 2T6,Pub,843.0,45.52051578783967,-73.567695915699
Réservoir,H2W 1G7,Bar,970.0,45.52051578783967,-73.567695915699
Boswell Brasserie Artisanale,H2H 1L2,Bar,736.0,45.53292625574653,-73.56377989053726
La Distillerie No2,H2H 1J7,Cocktail Bar,734.0,45.53292625574653,-73.56377989053726
Pub West Shefford,H2J 1Z2,Bar,934.0,45.53292625574653,-73.56377989053726
Le Terminal,H2H 1J3,Comedy Club,795.0,45.53292625574653,-73.56377989053726
Verre Bouteille,H2H 1J8,Pub,713.0,45.53292625574653,-73.56377989053726
La Tulipe,H2H 1V3,Music Venue,895.0,45.53292625574653,-73.56377989053726
La Porte Rouge,H2H 1J1,Night Club,813.0,45.53292625574653,-73.56377989053726
Bar Lounge Lobby,H2H 1V3,Night Club,902.0,45.53292625574653,-73.56377989053726
The Kath Women,H2K 2Z9,Pub,596.0,45.53292625574653,-73.56377989053726
Bar la Broue du Plateau Enr,H2H 1K5,Lounge,696.0,45.53292625574653,-73.56377989053726
Broue Pub Brouhaha,H2G 2N9,Beer Bar,747.0,45.5358215436799,-73.58710169792175
MaBrasserie,H2G 1Y4,Beer Bar,883.0,45.5358215436799,-73.58710169792175
Le Saint Édouard,H2S 1Z6,Bar,768.0,45.5358215436799,-73.58710169792175
Taverne Bar la Remise Inc,H2J 1C2,Dive Bar,751.0,45.5358215436799,-73.58710169792175
La Tulipe,H2H 1V3,Music Venue,967.0,45.5358215436799,-73.58710169792175
Bar Lounge Lobby,H2H 1V3,Night Club,960.0,45.5358215436799,-73.58710169792175
Domaine Papineau,H2H 1V8,Speakeasy,534.0,45.5358215436799,-73.58710169792175
Les Garnements Rosemont,H2S 2C7,Bakery,575.0,45.5358215436799,-73.58710169792175
The Whiskey Man,H2J 1G5,Bar,642.0,45.5358215436799,-73.58710169792175
Bar Rolex,H2G 1T3,Bar,857.0,45.5358215436799,-73.58710169792175
Le Royal,H2J 1Y1,Cocktail Bar,251.0,45.52932643090091,-73.57480645179749
Rouge Gorge,H2J 1Y1,Wine Bar,248.0,45.52932643090091,-73.57480645179749
Pub Pit Caribou,H2J 2J4,Beer Bar,484.0,45.52932643090091,-73.57480645179749
Pub West Shefford,H2J 1Z2,Bar,272.0,45.52932643090091,-73.57480645179749
La Distillerie No2,H2H 1J7,Cocktail Bar,670.0,45.52932643090091,-73.57480645179749
Barraca Rhumerie,H2J 1X8,Lounge,315.0,45.52932643090091,-73.57480645179749
Cafe-Bar le Boudoir,H2J 1X1,Cocktail Bar,574.0,45.52932643090091,-73.57480645179749
Bar Plan B,H2T 1P8,Cocktail Bar,963.0,45.52932643090091,-73.57480645179749
Fitzroy,H2J 1W6,Pool Hall,723.0,45.52932643090091,-73.57480645179749
Le Terminal,H2H 1J3,Comedy Club,485.0,45.52932643090091,-73.57480645179749
Le Royal,H2J 1Y1,Cocktail Bar,147.0,45.53022106537559,-73.57699647545813
Rouge Gorge,H2J 1Y1,Wine Bar,137.0,45.53022106537559,-73.57699647545813
Pub West Shefford,H2J 1Z2,Bar,194.0,45.53022106537559,-73.57699647545813
Pub Pit Caribou,H2J 2J4,Beer Bar,595.0,45.53022106537559,-73.57699647545813
La Distillerie No2,H2H 1J7,Cocktail Bar,645.0,45.53022106537559,-73.57699647545813
Barraca Rhumerie,H2J 1X8,Lounge,244.0,45.53022106537559,-73.57699647545813
Cafe-Bar le Boudoir,H2J 1X1,Cocktail Bar,527.0,45.53022106537559,-73.57699647545813
Bar Plan B,H2T 1P8,Cocktail Bar,932.0,45.53022106537559,-73.57699647545813
Bily Kun,H2T 1P9,Lounge,893.0,45.53022106537559,-73.57699647545813
Fitzroy,H2J 1W6,Pool Hall,683.0,45.53022106537559,-73.57699647545813
Le Royal,H2J 1Y1,Cocktail Bar,237.0,45.527432126380575,-73.57991673052311
Rouge Gorge,H2J 1Y1,Wine Bar,246.0,45.527432126380575,-73.57991673052311
Pub Pit Caribou,H2J 2J4,Beer Bar,445.0,45.527432126380575,-73.57991673052311
Cafe-Bar le Boudoir,H2J 1X1,Cocktail Bar,144.0,45.527432126380575,-73.57991673052311
Darling,H2W 1Z3,Lounge,991.0,45.527432126380575,-73.57991673052311
Bar Plan B,H2T 1P8,Cocktail Bar,548.0,45.527432126380575,-73.57991673052311
Fitzroy,H2J 1W6,Pool Hall,299.0,45.527432126380575,-73.57991673052311
Barraca Rhumerie,H2J 1X8,Lounge,143.0,45.527432126380575,-73.57991673052311
Pub West Shefford,H2J 1Z2,Bar,578.0,45.527432126380575,-73.57991673052311
Salon Daome,H2T 1N9,Night Club,940.0,45.527432126380575,-73.57991673052311
Boswell Brasserie Artisanale,H2H 1L2,Bar,56.0,45.53867,-73.56936
La Distillerie No2,H2H 1J7,Cocktail Bar,466.0,45.53867,-73.56936
La Distillerie No 3,H1Y 1W2,Cocktail Bar,982.0,45.53867,-73.56936
Pub West Shefford,H2J 1Z2,Bar,916.0,45.53867,-73.56936
Le Terminal,H2H 1J3,Comedy Club,661.0,45.53867,-73.56936
Verre Bouteille,H2H 1J8,Pub,428.0,45.53867,-73.56936
La Tulipe,H2H 1V3,Music Venue,770.0,45.53867,-73.56936
La Porte Rouge,H2H 1J1,Night Club,707.0,45.53867,-73.56936
