cb_station_id,cb_station_name,cb_latitude,cb_longitude,cb_bike_num,name,postcode,category,distance,review_count,rating,price
d45cc49cea4480b9116b1363dcc5355d,Parc Labelle (LaSalle / Henri-Duhamel),45.47256100297732,-73.56998920440674,19,Taverne Regal,H3K 1J9,Bar,655.0,,,
d45cc49cea4480b9116b1363dcc5355d,Parc Labelle (LaSalle / Henri-Duhamel),45.47256100297732,-73.56998920440674,19,Château St-Ambroise - le Club Privé,,Karaoke Bar,818.0,,,
d45cc49cea4480b9116b1363dcc5355d,Parc Labelle (LaSalle / Henri-Duhamel),45.47256100297732,-73.56998920440674,19,Club l'Espace,,Bar,906.0,,,
d45cc49cea4480b9116b1363dcc5355d,Parc Labelle (LaSalle / Henri-Duhamel),45.47256100297732,-73.56998920440674,19,Canal Lounge,H4C 3L8,Lounge,811.0,28.0,4.5,$$
bfbe27bd89264f5821d6d0c7f0d2e765,des Ormeaux / de Grosbois,45.605901731906485,-73.53436946868896,15,Café Sunset,H1L 1E5,Cocktail Bar,310.0,,,
bfbe27bd89264f5821d6d0c7f0d2e765,des Ormeaux / de Grosbois,45.605901731906485,-73.53436946868896,15,Café Bar Gypsy,H1L 1E8,Cocktail Bar,972.0,,,
bfbe27bd89264f5821d6d0c7f0d2e765,des Ormeaux / de Grosbois,45.605901731906485,-73.53436946868896,15,Bar Salon Sherbrooke Est Enr,H1L 1C8,Bar,476.0,,,
9f8b5a5097e54b755691624a27a320a0,Parc de la Confédération (Fielding / West Hill),45.47188199358608,-73.64002168178558,23,Bar Sora,H3X 2B6,Lounge,375.0,,,
9f8b5a5097e54b755691624a27a320a0,Parc de la Confédération (Fielding / West Hill),45.47188199358608,-73.64002168178558,23,Placements Sergakis Inc,H4B 2P4,Bar,405.0,,,
eeda0f4010f34ca2199f3585a76fef66,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,15,132 Bar Vintage,H3L 1T4,Cocktail Bar,810.0,,,
eeda0f4010f34ca2199f3585a76fef66,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,15,Les Cavistes,H3L 1T5,Wine Bar,907.0,13.0,4.0,$$
eeda0f4010f34ca2199f3585a76fef66,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,15,Uber Cafbar,H2C 1P8,Lounge,553.0,,,
eeda0f4010f34ca2199f3585a76fef66,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,15,Bienvenu Bar Salon,H2C 1P5,Lounge,479.0,,,
eeda0f4010f34ca2199f3585a76fef66,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,15,Bar Lajeunesse,H2C 1E2,Lounge,506.0,,,
eeda0f4010f34ca2199f3585a76fef66,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,15,Bar Ahuntsic,H3L 2P7,Lounge,786.0,,,
eeda0f4010f34ca2199f3585a76fef66,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,15,Le Rendez Vous du Thé,H2C 1R3,Bar,843.0,,,
eeda0f4010f34ca2199f3585a76fef66,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,15,Le Pourvoyeur,H2C 1R8,Bar,992.0,2.0,4.0,
eeda0f4010f34ca2199f3585a76fef66,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,15,In Vino Veritas,H3L 2G6,Wholesaler,155.0,,,
eeda0f4010f34ca2199f3585a76fef66,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),45.5534000891078,-73.66225451231003,15,Lanny Izakaya,,Bar,593.0,,,
1f96d87b02f5ddf8831c2d5f2473b0a8,Centre ÉPIC (St-Zotique / 40e avenue),45.57414703721992,-73.57462137937546,23,Café Bar Padula,H1T 1E1,Cocktail Bar,350.0,,,
1f96d87b02f5ddf8831c2d5f2473b0a8,Centre ÉPIC (St-Zotique / 40e avenue),45.57414703721992,-73.57462137937546,23,Cafe Allegria,H1S 1L7,Bar,847.0,,,
1f96d87b02f5ddf8831c2d5f2473b0a8,Centre ÉPIC (St-Zotique / 40e avenue),45.57414703721992,-73.57462137937546,23,Bar Café Sorrento Inc,H1S 1L6,Lounge,877.0,,,
1f96d87b02f5ddf8831c2d5f2473b0a8,Centre ÉPIC (St-Zotique / 40e avenue),45.57414703721992,-73.57462137937546,23,Cafe Navaro,H1T 1V7,Cocktail Bar,347.0,,,
